Group	Sample	Method	Read1	Read2
Tumor	LUAD_TP123	PE	UNCID_2179953.6addf668-7b4d-4e3d-9086-b95818648be2.130311_UNC12-SN629_0264_AC1WVCACXX_3_TAGCTT.tar.gz	UNCID_2179953.6addf668-7b4d-4e3d-9086-b95818648be2.130311_UNC12-SN629_0264_AC1WVCACXX_3_TAGCTT.tar.gz
Tumor	LUAD_TP124	PE	UNCID_2179987.1ed6d4b1-0a36-4515-9475-709ad876ffa9.130311_UNC12-SN629_0264_AC1WVCACXX_3_AGTTCC.tar.gz	UNCID_2179987.1ed6d4b1-0a36-4515-9475-709ad876ffa9.130311_UNC12-SN629_0264_AC1WVCACXX_3_AGTTCC.tar.gz
Tumor	LUAD_TP125	PE	UNCID_2180083.c58f01fe-6249-49fe-93ab-dd0f7af94df3.130311_UNC12-SN629_0264_AC1WVCACXX_2_AGTTCC.tar.gz	UNCID_2180083.c58f01fe-6249-49fe-93ab-dd0f7af94df3.130311_UNC12-SN629_0264_AC1WVCACXX_2_AGTTCC.tar.gz
Tumor	LUAD_TP126	PE	UNCID_2180110.21e0230a-8314-4d80-afca-9326c34d1299.130311_UNC12-SN629_0264_AC1WVCACXX_1_TAGCTT.tar.gz	UNCID_2180110.21e0230a-8314-4d80-afca-9326c34d1299.130311_UNC12-SN629_0264_AC1WVCACXX_1_TAGCTT.tar.gz
Tumor	LUAD_TP127	PE	UNCID_2180302.360f4431-8dc9-4bc0-a388-c88bd46766c7.130311_UNC16-SN851_0224_BC1WLCACXX_8_AGTCAA.tar.gz	UNCID_2180302.360f4431-8dc9-4bc0-a388-c88bd46766c7.130311_UNC16-SN851_0224_BC1WLCACXX_8_AGTCAA.tar.gz
Tumor	LUAD_TP128	PE	UNCID_2180316.defb83d5-ba61-435f-a8bf-98daaa1c546f.130311_UNC12-SN629_0265_BC1Y68ACXX_1_GATCAG.tar.gz	UNCID_2180316.defb83d5-ba61-435f-a8bf-98daaa1c546f.130311_UNC12-SN629_0265_BC1Y68ACXX_1_GATCAG.tar.gz
Tumor	LUAD_TP129	PE	UNCID_2180389.9475bf3a-ae1b-482c-88d8-3f0c90ff18f6.130311_UNC12-SN629_0265_BC1Y68ACXX_1_AGTCAA.tar.gz	UNCID_2180389.9475bf3a-ae1b-482c-88d8-3f0c90ff18f6.130311_UNC12-SN629_0265_BC1Y68ACXX_1_AGTCAA.tar.gz
Tumor	LUAD_TP13	PE	UNCID_2200949.abc25621-f98e-4bce-968b-df64793b2daf.111122_UNC16-SN851_0111_BD09J2ACXX_7_GATCAG.tar.gz	UNCID_2200949.abc25621-f98e-4bce-968b-df64793b2daf.111122_UNC16-SN851_0111_BD09J2ACXX_7_GATCAG.tar.gz
Tumor	LUAD_TP130	PE	UNCID_2180407.82de5dc9-2d34-4395-ae7c-430b5632ed24.130311_UNC16-SN851_0224_BC1WLCACXX_8_GTTTCG.tar.gz	UNCID_2180407.82de5dc9-2d34-4395-ae7c-430b5632ed24.130311_UNC16-SN851_0224_BC1WLCACXX_8_GTTTCG.tar.gz
Tumor	LUAD_TP131	PE	UNCID_2180408.69b5d608-a290-4534-ada5-59055c352fac.130311_UNC16-SN851_0224_BC1WLCACXX_7_GATCAG.tar.gz	UNCID_2180408.69b5d608-a290-4534-ada5-59055c352fac.130311_UNC16-SN851_0224_BC1WLCACXX_7_GATCAG.tar.gz
Tumor	LUAD_TP132	PE	UNCID_2180409.b1235878-9ab0-4335-befc-869ffa79cfab.130311_UNC16-SN851_0224_BC1WLCACXX_8_AGTTCC.tar.gz	UNCID_2180409.b1235878-9ab0-4335-befc-869ffa79cfab.130311_UNC16-SN851_0224_BC1WLCACXX_8_AGTTCC.tar.gz
Tumor	LUAD_TP133	PE	UNCID_2180414.9713f322-bae0-47aa-88d5-e2c50a7bd687.130311_UNC16-SN851_0224_BC1WLCACXX_7_AGTCAA.tar.gz	UNCID_2180414.9713f322-bae0-47aa-88d5-e2c50a7bd687.130311_UNC16-SN851_0224_BC1WLCACXX_7_AGTCAA.tar.gz
Tumor	LUAD_TP134	PE	UNCID_2180551.db0d3ef1-a8d7-4a5e-863e-f9e2717dee54.130311_UNC16-SN851_0224_BC1WLCACXX_4_GATCAG.tar.gz	UNCID_2180551.db0d3ef1-a8d7-4a5e-863e-f9e2717dee54.130311_UNC16-SN851_0224_BC1WLCACXX_4_GATCAG.tar.gz
Tumor	LUAD_TP135	PE	UNCID_2180574.42a4a133-ec9d-4f5a-8b95-be83cbddb148.130311_UNC16-SN851_0224_BC1WLCACXX_4_AGTCAA.tar.gz	UNCID_2180574.42a4a133-ec9d-4f5a-8b95-be83cbddb148.130311_UNC16-SN851_0224_BC1WLCACXX_4_AGTCAA.tar.gz
Tumor	LUAD_TP136	PE	UNCID_2180879.7eb83c83-31e0-435b-8866-9d2764098800.130304_UNC12-SN629_0261_AD1VABACXX_3_CGATGT.tar.gz	UNCID_2180879.7eb83c83-31e0-435b-8866-9d2764098800.130304_UNC12-SN629_0261_AD1VABACXX_3_CGATGT.tar.gz
Tumor	LUAD_TP137	PE	UNCID_2181998.a0e0a895-ce81-44a6-a21e-453e727acdbb.130225_UNC12-SN629_0259_BD1TW9ACXX_8_GATCAG.tar.gz	UNCID_2181998.a0e0a895-ce81-44a6-a21e-453e727acdbb.130225_UNC12-SN629_0259_BD1TW9ACXX_8_GATCAG.tar.gz
Tumor	LUAD_TP138	PE	UNCID_2182042.664ffa40-4508-40ae-9505-84a10136b362.130225_UNC12-SN629_0259_BD1TW9ACXX_8_AGTCAA.tar.gz	UNCID_2182042.664ffa40-4508-40ae-9505-84a10136b362.130225_UNC12-SN629_0259_BD1TW9ACXX_8_AGTCAA.tar.gz
Tumor	LUAD_TP139	PE	UNCID_2182071.42ab0bc6-16cb-43e4-9729-9b947f2e6432.130225_UNC12-SN629_0259_BD1TW9ACXX_8_CTTGTA.tar.gz	UNCID_2182071.42ab0bc6-16cb-43e4-9729-9b947f2e6432.130225_UNC12-SN629_0259_BD1TW9ACXX_8_CTTGTA.tar.gz
Tumor	LUAD_TP14	PE	UNCID_2200218.6e3df59e-5d52-4ced-b9dd-785df1952339.111129_UNC10-SN254_0309_AD095JACXX_1_ATCACG.tar.gz	UNCID_2200218.6e3df59e-5d52-4ced-b9dd-785df1952339.111129_UNC10-SN254_0309_AD095JACXX_1_ATCACG.tar.gz
Tumor	LUAD_TP140	PE	UNCID_2182094.5cb476d8-eae8-453c-8157-fdb71b4d5efa.130225_UNC12-SN629_0259_BD1TW9ACXX_7_GTGGCC.tar.gz	UNCID_2182094.5cb476d8-eae8-453c-8157-fdb71b4d5efa.130225_UNC12-SN629_0259_BD1TW9ACXX_7_GTGGCC.tar.gz
Tumor	LUAD_TP141	PE	UNCID_2182117.2fe33b61-8a00-424b-b881-e2808b099022.130225_UNC12-SN629_0259_BD1TW9ACXX_7_TAGCTT.tar.gz	UNCID_2182117.2fe33b61-8a00-424b-b881-e2808b099022.130225_UNC12-SN629_0259_BD1TW9ACXX_7_TAGCTT.tar.gz
Tumor	LUAD_TP142	PE	UNCID_2182152.777c61bc-aa43-4661-a1d3-7a2f07dc055a.130225_UNC12-SN629_0259_BD1TW9ACXX_7_CTTGTA.tar.gz	UNCID_2182152.777c61bc-aa43-4661-a1d3-7a2f07dc055a.130225_UNC12-SN629_0259_BD1TW9ACXX_7_CTTGTA.tar.gz
Tumor	LUAD_TP143	PE	UNCID_2182185.78dd0304-d459-4d26-b0ba-39a8078c59d0.130225_UNC12-SN629_0259_BD1TW9ACXX_6_CTTGTA.tar.gz	UNCID_2182185.78dd0304-d459-4d26-b0ba-39a8078c59d0.130225_UNC12-SN629_0259_BD1TW9ACXX_6_CTTGTA.tar.gz
Tumor	LUAD_TP144	PE	UNCID_2182198.50d1ad39-3545-422e-b8fa-440e68eeebf3.130225_UNC12-SN629_0259_BD1TW9ACXX_6_GTTTCG.tar.gz	UNCID_2182198.50d1ad39-3545-422e-b8fa-440e68eeebf3.130225_UNC12-SN629_0259_BD1TW9ACXX_6_GTTTCG.tar.gz
Tumor	LUAD_TP145	PE	UNCID_2182210.e776b3c7-2afe-4f44-8596-4c0de62fd46d.130225_UNC12-SN629_0259_BD1TW9ACXX_6_GTGGCC.tar.gz	UNCID_2182210.e776b3c7-2afe-4f44-8596-4c0de62fd46d.130225_UNC12-SN629_0259_BD1TW9ACXX_6_GTGGCC.tar.gz
Tumor	LUAD_TP146	PE	UNCID_2182214.518328ff-5705-456f-b71a-a194fc526653.130225_UNC12-SN629_0259_BD1TW9ACXX_5_GATCAG.tar.gz	UNCID_2182214.518328ff-5705-456f-b71a-a194fc526653.130225_UNC12-SN629_0259_BD1TW9ACXX_5_GATCAG.tar.gz
Tumor	LUAD_TP147	PE	UNCID_2182253.80c995f9-48bf-49a7-82ac-27d646b93e81.130225_UNC12-SN629_0259_BD1TW9ACXX_5_GGCTAC.tar.gz	UNCID_2182253.80c995f9-48bf-49a7-82ac-27d646b93e81.130225_UNC12-SN629_0259_BD1TW9ACXX_5_GGCTAC.tar.gz
Tumor	LUAD_TP148	PE	UNCID_2182312.bdaceebb-1720-4ed0-b4e2-e3dec1d2335b.130225_UNC12-SN629_0259_BD1TW9ACXX_5_AGTTCC.tar.gz	UNCID_2182312.bdaceebb-1720-4ed0-b4e2-e3dec1d2335b.130225_UNC12-SN629_0259_BD1TW9ACXX_5_AGTTCC.tar.gz
Tumor	LUAD_TP149	PE	UNCID_2182332.9d7459be-af93-4bf3-8d54-df569a16ee12.130225_UNC12-SN629_0259_BD1TW9ACXX_4_GTTTCG.tar.gz	UNCID_2182332.9d7459be-af93-4bf3-8d54-df569a16ee12.130225_UNC12-SN629_0259_BD1TW9ACXX_4_GTTTCG.tar.gz
Tumor	LUAD_TP15	PE	UNCID_2197525.5eae1d0f-5ca1-499b-963f-2fce4807ccc6.120113_UNC14-SN744_0200_AC0F4CACXX_4_ATCACG.tar.gz	UNCID_2197525.5eae1d0f-5ca1-499b-963f-2fce4807ccc6.120113_UNC14-SN744_0200_AC0F4CACXX_4_ATCACG.tar.gz
Tumor	LUAD_TP150	PE	UNCID_2182353.db0a4e20-b5ad-4034-ae70-1e3747cdaa1f.130225_UNC12-SN629_0259_BD1TW9ACXX_4_GGCTAC.tar.gz	UNCID_2182353.db0a4e20-b5ad-4034-ae70-1e3747cdaa1f.130225_UNC12-SN629_0259_BD1TW9ACXX_4_GGCTAC.tar.gz
Tumor	LUAD_TP151	PE	UNCID_2182392.3088dac7-68b6-42f3-82eb-ff2bd451d7c5.130225_UNC12-SN629_0259_BD1TW9ACXX_4_GTGGCC.tar.gz	UNCID_2182392.3088dac7-68b6-42f3-82eb-ff2bd451d7c5.130225_UNC12-SN629_0259_BD1TW9ACXX_4_GTGGCC.tar.gz
Tumor	LUAD_TP152	PE	UNCID_2182409.5a4f0f21-a774-46cd-a5ba-525029761d94.130225_UNC12-SN629_0259_BD1TW9ACXX_3_GGCTAC.tar.gz	UNCID_2182409.5a4f0f21-a774-46cd-a5ba-525029761d94.130225_UNC12-SN629_0259_BD1TW9ACXX_3_GGCTAC.tar.gz
Tumor	LUAD_TP153	PE	UNCID_2182459.758f95a1-8aca-43d0-aff2-39566606f88d.130225_UNC12-SN629_0259_BD1TW9ACXX_3_GTGGCC.tar.gz	UNCID_2182459.758f95a1-8aca-43d0-aff2-39566606f88d.130225_UNC12-SN629_0259_BD1TW9ACXX_3_GTGGCC.tar.gz
Tumor	LUAD_TP154	PE	UNCID_2182491.db1370cf-7ca5-45ed-bba6-751f28e39825.130225_UNC12-SN629_0259_BD1TW9ACXX_3_TAGCTT.tar.gz	UNCID_2182491.db1370cf-7ca5-45ed-bba6-751f28e39825.130225_UNC12-SN629_0259_BD1TW9ACXX_3_TAGCTT.tar.gz
Tumor	LUAD_TP155	PE	UNCID_2182612.865eece0-5e69-4878-b504-af3eb071273d.130225_UNC12-SN629_0259_BD1TW9ACXX_2_AGTCAA.tar.gz	UNCID_2182612.865eece0-5e69-4878-b504-af3eb071273d.130225_UNC12-SN629_0259_BD1TW9ACXX_2_AGTCAA.tar.gz
Tumor	LUAD_TP156	PE	UNCID_2183060.c11b849f-04dd-4599-8073-e2431bd68dd1.130225_UNC16-SN851_0220_BC1PTVACXX_5_GATCAG.tar.gz	UNCID_2183060.c11b849f-04dd-4599-8073-e2431bd68dd1.130225_UNC16-SN851_0220_BC1PTVACXX_5_GATCAG.tar.gz
Tumor	LUAD_TP157	PE	UNCID_2183091.7d16518c-7da4-4b50-ae77-a708eccf5db0.130225_UNC16-SN851_0220_BC1PTVACXX_5_AGTTCC.tar.gz	UNCID_2183091.7d16518c-7da4-4b50-ae77-a708eccf5db0.130225_UNC16-SN851_0220_BC1PTVACXX_5_AGTTCC.tar.gz
Tumor	LUAD_TP158	PE	UNCID_2183109.a49c5cb5-9a31-456d-b55d-904081633729.130225_UNC16-SN851_0220_BC1PTVACXX_4_CTTGTA.tar.gz	UNCID_2183109.a49c5cb5-9a31-456d-b55d-904081633729.130225_UNC16-SN851_0220_BC1PTVACXX_4_CTTGTA.tar.gz
Tumor	LUAD_TP159	PE	UNCID_2183116.9cf68c53-c1a5-4102-aeba-a2083335954e.130225_UNC16-SN851_0220_BC1PTVACXX_4_TAGCTT.tar.gz	UNCID_2183116.9cf68c53-c1a5-4102-aeba-a2083335954e.130225_UNC16-SN851_0220_BC1PTVACXX_4_TAGCTT.tar.gz
Tumor	LUAD_TP16	PE	UNCID_2200118.4502921a-1650-4721-b814-c9435fe6042d.111208_UNC10-SN254_0313_BD087RACXX_1_TTAGGC.tar.gz	UNCID_2200118.4502921a-1650-4721-b814-c9435fe6042d.111208_UNC10-SN254_0313_BD087RACXX_1_TTAGGC.tar.gz
Tumor	LUAD_TP160	PE	UNCID_2183124.f5c78889-7c7f-4b88-8660-6560b49b7be4.130225_UNC16-SN851_0220_BC1PTVACXX_4_AGTTCC.tar.gz	UNCID_2183124.f5c78889-7c7f-4b88-8660-6560b49b7be4.130225_UNC16-SN851_0220_BC1PTVACXX_4_AGTTCC.tar.gz
Tumor	LUAD_TP161	PE	UNCID_2183146.ab39e99f-8967-4068-b1e2-49e1fe2298ff.130225_UNC16-SN851_0220_BC1PTVACXX_3_TAGCTT.tar.gz	UNCID_2183146.ab39e99f-8967-4068-b1e2-49e1fe2298ff.130225_UNC16-SN851_0220_BC1PTVACXX_3_TAGCTT.tar.gz
Tumor	LUAD_TP162	PE	UNCID_2183162.81be01d3-ad98-495f-910c-c33a7b100b53.130225_UNC16-SN851_0220_BC1PTVACXX_3_AGTTCC.tar.gz	UNCID_2183162.81be01d3-ad98-495f-910c-c33a7b100b53.130225_UNC16-SN851_0220_BC1PTVACXX_3_AGTTCC.tar.gz
Tumor	LUAD_TP163	PE	UNCID_2183163.764bce37-06d7-41e7-83d9-ce803dabd5f0.130225_UNC16-SN851_0220_BC1PTVACXX_3_AGTCAA.tar.gz	UNCID_2183163.764bce37-06d7-41e7-83d9-ce803dabd5f0.130225_UNC16-SN851_0220_BC1PTVACXX_3_AGTCAA.tar.gz
Tumor	LUAD_TP164	PE	UNCID_2183175.b363949d-cc43-4480-8afd-9f4693fe43cc.130225_UNC16-SN851_0220_BC1PTVACXX_2_GGCTAC.tar.gz	UNCID_2183175.b363949d-cc43-4480-8afd-9f4693fe43cc.130225_UNC16-SN851_0220_BC1PTVACXX_2_GGCTAC.tar.gz
Tumor	LUAD_TP165	PE	UNCID_2183194.00c7a308-6add-457c-9003-784d4e65c318.130225_UNC16-SN851_0220_BC1PTVACXX_2_GTTTCG.tar.gz	UNCID_2183194.00c7a308-6add-457c-9003-784d4e65c318.130225_UNC16-SN851_0220_BC1PTVACXX_2_GTTTCG.tar.gz
Tumor	LUAD_TP166	PE	UNCID_2183204.ae6e4491-f510-41b0-9279-d4887504a637.130225_UNC16-SN851_0220_BC1PTVACXX_2_GATCAG.tar.gz	UNCID_2183204.ae6e4491-f510-41b0-9279-d4887504a637.130225_UNC16-SN851_0220_BC1PTVACXX_2_GATCAG.tar.gz
Tumor	LUAD_TP167	PE	UNCID_2183205.5642f9d8-a84b-4ab6-b841-910ac4010e16.130225_UNC16-SN851_0220_BC1PTVACXX_1_AGTCAA.tar.gz	UNCID_2183205.5642f9d8-a84b-4ab6-b841-910ac4010e16.130225_UNC16-SN851_0220_BC1PTVACXX_1_AGTCAA.tar.gz
Tumor	LUAD_TP168	PE	UNCID_2183212.4c893780-d86b-4b01-a423-ca099e4fc007.130225_UNC16-SN851_0220_BC1PTVACXX_1_GATCAG.tar.gz	UNCID_2183212.4c893780-d86b-4b01-a423-ca099e4fc007.130225_UNC16-SN851_0220_BC1PTVACXX_1_GATCAG.tar.gz
Tumor	LUAD_TP169	PE	UNCID_2183228.0a85f2bd-d169-44e4-bde3-c92ff92ddc94.130225_UNC16-SN851_0220_BC1PTVACXX_1_TAGCTT.tar.gz	UNCID_2183228.0a85f2bd-d169-44e4-bde3-c92ff92ddc94.130225_UNC16-SN851_0220_BC1PTVACXX_1_TAGCTT.tar.gz
Tumor	LUAD_TP17	PE	UNCID_2200226.25f0eee1-8f38-4e75-accf-7e7bb686405c.111129_UNC14-SN744_0191_AC04WGACXX_8_TTAGGC.tar.gz	UNCID_2200226.25f0eee1-8f38-4e75-accf-7e7bb686405c.111129_UNC14-SN744_0191_AC04WGACXX_8_TTAGGC.tar.gz
Tumor	LUAD_TP170	PE	UNCID_2183522.7a4e94fa-09fb-4483-8816-f3ff2f1b2a6f.130221_UNC9-SN296_0338_BC1PYCACXX_3_ACTTGA.tar.gz	UNCID_2183522.7a4e94fa-09fb-4483-8816-f3ff2f1b2a6f.130221_UNC9-SN296_0338_BC1PYCACXX_3_ACTTGA.tar.gz
Tumor	LUAD_TP171	PE	UNCID_2187353.61e0c561-bf01-400c-843a-7c63e5a74b9f.120910_UNC10-SN254_0376_AC10HBACXX_7_CAGATC.tar.gz	UNCID_2187353.61e0c561-bf01-400c-843a-7c63e5a74b9f.120910_UNC10-SN254_0376_AC10HBACXX_7_CAGATC.tar.gz
Tumor	LUAD_TP172	PE	UNCID_2187549.974f4223-c166-4ea2-a061-25e3f4b415e7.120821_UNC12-SN629_0221_AD1485ACXX_8_CAGATC.tar.gz	UNCID_2187549.974f4223-c166-4ea2-a061-25e3f4b415e7.120821_UNC12-SN629_0221_AD1485ACXX_8_CAGATC.tar.gz
Tumor	LUAD_TP173	PE	UNCID_2187554.708e83be-4726-4eb6-a72c-ad855942551c.120821_UNC12-SN629_0221_AD1485ACXX_7_CAGATC.tar.gz	UNCID_2187554.708e83be-4726-4eb6-a72c-ad855942551c.120821_UNC12-SN629_0221_AD1485ACXX_7_CAGATC.tar.gz
Tumor	LUAD_TP174	PE	UNCID_2187557.9b1118f0-743f-4186-b6cb-571ddb72bc74.120821_UNC12-SN629_0221_AD1485ACXX_6_GCCAAT.tar.gz	UNCID_2187557.9b1118f0-743f-4186-b6cb-571ddb72bc74.120821_UNC12-SN629_0221_AD1485ACXX_6_GCCAAT.tar.gz
Tumor	LUAD_TP175	PE	UNCID_2187558.87e51ccb-9ded-43c6-bb1a-a8a85d2d9fa6.120821_UNC12-SN629_0221_AD1485ACXX_6_CAGATC.tar.gz	UNCID_2187558.87e51ccb-9ded-43c6-bb1a-a8a85d2d9fa6.120821_UNC12-SN629_0221_AD1485ACXX_6_CAGATC.tar.gz
Tumor	LUAD_TP176	PE	UNCID_2187561.772f9a82-9a03-4bf0-b7ce-877b15e3d017.120821_UNC12-SN629_0221_AD1485ACXX_5_GGCTAC.tar.gz	UNCID_2187561.772f9a82-9a03-4bf0-b7ce-877b15e3d017.120821_UNC12-SN629_0221_AD1485ACXX_5_GGCTAC.tar.gz
Tumor	LUAD_TP177	PE	UNCID_2187562.076c0fa3-ca40-4362-9ba4-5d31fc27af41.120821_UNC12-SN629_0221_AD1485ACXX_8_GCCAAT.tar.gz	UNCID_2187562.076c0fa3-ca40-4362-9ba4-5d31fc27af41.120821_UNC12-SN629_0221_AD1485ACXX_8_GCCAAT.tar.gz
Tumor	LUAD_TP178	PE	UNCID_2187563.aca30642-6479-4cfb-bcac-b9b5e45c5686.120821_UNC12-SN629_0221_AD1485ACXX_4_GGCTAC.tar.gz	UNCID_2187563.aca30642-6479-4cfb-bcac-b9b5e45c5686.120821_UNC12-SN629_0221_AD1485ACXX_4_GGCTAC.tar.gz
Tumor	LUAD_TP179	PE	UNCID_2187564.f9e17a94-37a3-4bac-bbfe-0128fc3a644b.120821_UNC12-SN629_0221_AD1485ACXX_2_GGCTAC.tar.gz	UNCID_2187564.f9e17a94-37a3-4bac-bbfe-0128fc3a644b.120821_UNC12-SN629_0221_AD1485ACXX_2_GGCTAC.tar.gz
Tumor	LUAD_TP18	PE	UNCID_2198719.681fbd5b-5bff-434d-8ff4-d995fc517e93.120104_UNC16-SN851_0120_BD0J72ACXX_5_ATCACG.tar.gz	UNCID_2198719.681fbd5b-5bff-434d-8ff4-d995fc517e93.120104_UNC16-SN851_0120_BD0J72ACXX_5_ATCACG.tar.gz
Tumor	LUAD_TP180	PE	UNCID_2187565.1a331a89-0666-49c2-8f5c-915568d8cb31.120821_UNC12-SN629_0221_AD1485ACXX_3_GGCTAC.tar.gz	UNCID_2187565.1a331a89-0666-49c2-8f5c-915568d8cb31.120821_UNC12-SN629_0221_AD1485ACXX_3_GGCTAC.tar.gz
Tumor	LUAD_TP181	PE	UNCID_2187566.8719f9af-0876-4ec6-a4dc-4178ad964349.120821_UNC12-SN629_0221_AD1485ACXX_7_GCCAAT.tar.gz	UNCID_2187566.8719f9af-0876-4ec6-a4dc-4178ad964349.120821_UNC12-SN629_0221_AD1485ACXX_7_GCCAAT.tar.gz
Tumor	LUAD_TP182	PE	UNCID_2187567.f835bdde-2b5e-4013-a8d4-0074f66c9317.120821_UNC12-SN629_0221_AD1485ACXX_1_GGCTAC.tar.gz	UNCID_2187567.f835bdde-2b5e-4013-a8d4-0074f66c9317.120821_UNC12-SN629_0221_AD1485ACXX_1_GGCTAC.tar.gz
Tumor	LUAD_TP183	PE	UNCID_2187568.ea0be0ea-2959-435e-a1c6-c5a3b4c52f51.120821_UNC12-SN629_0221_AD1485ACXX_5_GCCAAT.tar.gz	UNCID_2187568.ea0be0ea-2959-435e-a1c6-c5a3b4c52f51.120821_UNC12-SN629_0221_AD1485ACXX_5_GCCAAT.tar.gz
Tumor	LUAD_TP184	PE	UNCID_2187571.8fabb97c-5921-4156-98c0-86bdd642c612.120821_UNC12-SN629_0221_AD1485ACXX_3_GCCAAT.tar.gz	UNCID_2187571.8fabb97c-5921-4156-98c0-86bdd642c612.120821_UNC12-SN629_0221_AD1485ACXX_3_GCCAAT.tar.gz
Tumor	LUAD_TP185	PE	UNCID_2187573.8dedea58-fb63-44cc-860c-56e66b52d11b.120821_UNC12-SN629_0221_AD1485ACXX_4_GCCAAT.tar.gz	UNCID_2187573.8dedea58-fb63-44cc-860c-56e66b52d11b.120821_UNC12-SN629_0221_AD1485ACXX_4_GCCAAT.tar.gz
Tumor	LUAD_TP186	PE	UNCID_2187585.bf359688-8652-4266-b4fd-e2f8f2782a97.120821_UNC12-SN629_0221_AD1485ACXX_2_GCCAAT.tar.gz	UNCID_2187585.bf359688-8652-4266-b4fd-e2f8f2782a97.120821_UNC12-SN629_0221_AD1485ACXX_2_GCCAAT.tar.gz
Tumor	LUAD_TP187	PE	UNCID_2187599.2acc6f62-4829-4c3d-a813-951ec8136ae7.120821_UNC12-SN629_0221_AD1485ACXX_1_GCCAAT.tar.gz	UNCID_2187599.2acc6f62-4829-4c3d-a813-951ec8136ae7.120821_UNC12-SN629_0221_AD1485ACXX_1_GCCAAT.tar.gz
Tumor	LUAD_TP188	PE	UNCID_2187783.b93762e1-ee51-4768-8343-f49e241fd397.120801_UNC17-SN7001277_0040_AC0WHEACXX_8_CAGATC.tar.gz	UNCID_2187783.b93762e1-ee51-4768-8343-f49e241fd397.120801_UNC17-SN7001277_0040_AC0WHEACXX_8_CAGATC.tar.gz
Tumor	LUAD_TP189	PE	UNCID_2187793.dea6072e-021d-4984-87ba-2c624e07fa18.120801_UNC17-SN7001277_0040_AC0WHEACXX_7_ATCACG.tar.gz	UNCID_2187793.dea6072e-021d-4984-87ba-2c624e07fa18.120801_UNC17-SN7001277_0040_AC0WHEACXX_7_ATCACG.tar.gz
Tumor	LUAD_TP19	PE	UNCID_2200631.ea55c131-97f8-49cc-a445-87523ce1f075.111118_UNC11-SN627_0168_BC059VACXX_1_TTAGGC.tar.gz	UNCID_2200631.ea55c131-97f8-49cc-a445-87523ce1f075.111118_UNC11-SN627_0168_BC059VACXX_1_TTAGGC.tar.gz
Tumor	LUAD_TP190	PE	UNCID_2187797.f66bb574-487a-426d-9b17-799718300e1e.120801_UNC17-SN7001277_0040_AC0WHEACXX_7_TTAGGC.tar.gz	UNCID_2187797.f66bb574-487a-426d-9b17-799718300e1e.120801_UNC17-SN7001277_0040_AC0WHEACXX_7_TTAGGC.tar.gz
Tumor	LUAD_TP191	PE	UNCID_2187828.ef16aead-4eec-4c97-a393-dc7a54ce5264.120724_UNC11-SN627_0247_AC0Y10ACXX_6_CGATGT.tar.gz	UNCID_2187828.ef16aead-4eec-4c97-a393-dc7a54ce5264.120724_UNC11-SN627_0247_AC0Y10ACXX_6_CGATGT.tar.gz
Tumor	LUAD_TP192	PE	UNCID_2187833.779acc52-4279-4249-b993-88ed032ccefa.120724_UNC11-SN627_0247_AC0Y10ACXX_7_ACTTGA.tar.gz	UNCID_2187833.779acc52-4279-4249-b993-88ed032ccefa.120724_UNC11-SN627_0247_AC0Y10ACXX_7_ACTTGA.tar.gz
Tumor	LUAD_TP193	PE	UNCID_2187839.9214caa3-2ad2-41ff-ab77-cf22c4ccce97.120801_UNC17-SN7001277_0040_AC0WHEACXX_8_ACTTGA.tar.gz	UNCID_2187839.9214caa3-2ad2-41ff-ab77-cf22c4ccce97.120801_UNC17-SN7001277_0040_AC0WHEACXX_8_ACTTGA.tar.gz
Tumor	LUAD_TP194	PE	UNCID_2187842.d4f590d7-626c-4c70-b170-1ad19d2ff6eb.120724_UNC11-SN627_0247_AC0Y10ACXX_1_ATCACG.tar.gz	UNCID_2187842.d4f590d7-626c-4c70-b170-1ad19d2ff6eb.120724_UNC11-SN627_0247_AC0Y10ACXX_1_ATCACG.tar.gz
Tumor	LUAD_TP195	PE	UNCID_2188220.c436fa86-ae7e-490e-a52c-5004a8643b50.120713_UNC11-SN627_0244_AD13UDACXX_4_ATCACG.tar.gz	UNCID_2188220.c436fa86-ae7e-490e-a52c-5004a8643b50.120713_UNC11-SN627_0244_AD13UDACXX_4_ATCACG.tar.gz
Tumor	LUAD_TP196	PE	UNCID_2188246.a588764f-f972-4d3a-b8f8-d0209fc7d2a1.120713_UNC11-SN627_0244_AD13UDACXX_5_GATCAG.tar.gz	UNCID_2188246.a588764f-f972-4d3a-b8f8-d0209fc7d2a1.120713_UNC11-SN627_0244_AD13UDACXX_5_GATCAG.tar.gz
Tumor	LUAD_TP197	PE	UNCID_2188267.3ae6f6d4-ae90-4572-9bd5-ed8700570b96.120713_UNC11-SN627_0244_AD13UDACXX_8_GATCAG.tar.gz	UNCID_2188267.3ae6f6d4-ae90-4572-9bd5-ed8700570b96.120713_UNC11-SN627_0244_AD13UDACXX_8_GATCAG.tar.gz
Tumor	LUAD_TP198	PE	UNCID_2188321.ac9dd948-4352-4869-85a1-639151a4bffb.120713_UNC11-SN627_0244_AD13UDACXX_2_ATCACG.tar.gz	UNCID_2188321.ac9dd948-4352-4869-85a1-639151a4bffb.120713_UNC11-SN627_0244_AD13UDACXX_2_ATCACG.tar.gz
